"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DNAJC3-DT",4.49657532731334e-30,1.83314443742008,0.136,0.048,1.01083013358004e-26,"High transcription MSCs","DNAJC3-DT"
"MZF1-AS11",6.4161298028148e-30,1.31974113254006,0.236,0.11,1.44234597967277e-26,"High transcription MSCs","MZF1-AS1"
"LINC01504",6.65494962307683e-28,1.72190587543689,0.129,0.045,1.49603267526767e-24,"High transcription MSCs","LINC01504"
"LINC01301",1.41114324174259e-27,1.49924680922454,0.146,0.055,3.17225000743735e-24,"High transcription MSCs","LINC01301"
"ILF3-DT",2.76898582420074e-26,1.18899955467824,0.374,0.236,6.22468013280326e-23,"High transcription MSCs","ILF3-DT"
"OLMALINC",3.12794453659471e-25,1.68849509165697,0.175,0.077,7.03161931826491e-22,"High transcription MSCs","OLMALINC"
"TMEM202-AS1",5.11616764771639e-25,1.6663346061847,0.119,0.043,1.15011448720664e-21,"High transcription MSCs","TMEM202-AS1"
"ZFAS12",2.06097609584506e-24,0.660633639546595,0.855,0.799,4.6330742634597e-21,"High transcription MSCs","ZFAS1"
"C1RL-AS11",4.62225724632865e-24,1.16496133262331,0.275,0.151,1.03908342897468e-20,"High transcription MSCs","C1RL-AS1"
"INTS6-AS1",3.15238316992766e-23,1.32351520769395,0.164,0.072,7.08655736599738e-20,"High transcription MSCs","INTS6-AS1"
"MIR222HG1",5.76190852448975e-23,1.00574732286122,0.362,0.227,1.2952770363053e-19,"High transcription MSCs","MIR222HG"
"GABPB1-AS12",1.63267610574004e-22,0.835197456411738,0.485,0.35,3.67025588570362e-19,"High transcription MSCs","GABPB1-AS1"
"PHF1",1.96150470452585e-22,1.1743505792789,0.374,0.244,4.40946257577412e-19,"High transcription MSCs","PHF1"
"PTOV1-AS1",2.71124351253512e-22,1.48318285747152,0.116,0.043,6.09487541617895e-19,"High transcription MSCs","PTOV1-AS1"
"RMDN2-AS1",5.78373840132931e-21,1.24530443695339,0.336,0.215,1.30018439261883e-17,"High transcription MSCs","RMDN2-AS1"
"NKILA",4.48872248379952e-20,1.74084291378025,0.101,0.037,1.00906481435813e-16,"High transcription MSCs","NKILA"
"TRAM2-AS11",6.86462771834168e-20,1.53211317157077,0.156,0.073,1.54316831108321e-16,"High transcription MSCs","TRAM2-AS1"
"GASAL1",2.01989334749996e-19,1.4297608232568,0.106,0.041,4.54072024517991e-16,"High transcription MSCs","GASAL1"
"LINC014361",2.31586913857339e-19,2.63795234871173,0.111,0.044,5.20607382351299e-16,"High transcription MSCs","LINC01436"
"LINC01348",1.14455182573121e-18,1.70175321872886,0.101,0.039,2.57295250424376e-15,"High transcription MSCs","LINC01348"
"MIRLET7BHG",1.28830462224304e-18,0.700762016325812,0.481,0.354,2.89610879080236e-15,"High transcription MSCs","MIRLET7BHG"
"HCG25",1.30539787508364e-17,1.4624110543921,0.114,0.048,2.93453442318801e-14,"High transcription MSCs","HCG25"
"MANEA-DT1",2.31847225791713e-15,1.32308347814844,0.121,0.055,5.2119256357977e-12,"High transcription MSCs","MANEA-DT"
"KTN1-AS11",5.34337752118155e-15,1.18997710398576,0.174,0.094,1.20119126676161e-11,"High transcription MSCs","KTN1-AS1"
"NR2F1-AS13",1.1256680080934e-14,0.580725890675859,0.294,0.183,2.53050168219395e-11,"High transcription MSCs","NR2F1-AS1"
"LINC010912",1.1533133796373e-14,0.511685914538588,0.23,0.134,2.59264847742465e-11,"High transcription MSCs","LINC01091"
"CRTC3-AS11",3.5011244080377e-14,1.13017648385033,0.155,0.081,7.87052766926876e-11,"High transcription MSCs","CRTC3-AS1"
"SNHG92",1.88204817133527e-13,0.812918174223691,0.413,0.32,4.23084428916168e-10,"High transcription MSCs","SNHG9"
"OTUD6B-AS11",1.28936972946686e-12,1.03266868114243,0.452,0.381,2.89850315184151e-09,"High transcription MSCs","OTUD6B-AS1"
"LINC01535",1.34716481986727e-12,1.3286107232778,0.107,0.051,3.02842651506163e-09,"High transcription MSCs","LINC01535"
"ZNF436-AS1",2.32802914905873e-12,1.14604889615756,0.117,0.058,5.23340952708402e-09,"High transcription MSCs","ZNF436-AS1"
"OSER1-DT",1.50188862611856e-11,1.15412083757829,0.135,0.073,3.37624563151451e-08,"High transcription MSCs","OSER1-DT"
"LINC010892",1.98562560002914e-11,1.03829014838374,0.14,0.077,4.4636863488655e-08,"High transcription MSCs","LINC01089"
"LIX1-AS13",1.49178906129179e-10,0.603187859108184,0.192,0.116,3.35354180978394e-07,"High transcription MSCs","LIX1-AS1"
"MIR29B2CHG1",3.82596445635982e-10,0.862905005870864,0.212,0.138,8.60076809789687e-07,"High transcription MSCs","MIR29B2CHG"
"TMEM72-AS12",1.00484738345201e-09,1.27734337625931,0.2,0.13,2.25889691800012e-06,"High transcription MSCs","TMEM72-AS1"
"NIFK-AS1",2.22858495707508e-09,0.736262073625596,0.212,0.14,5.00985898350479e-06,"High transcription MSCs","NIFK-AS1"
"HMGN3-AS12",1.92118010492116e-08,1.10300436063296,0.113,0.065,4.31881287586277e-05,"High transcription MSCs","HMGN3-AS1"
"EIF3J-DT",2.03399600249509e-08,0.863857253978488,0.264,0.194,4.57242301360896e-05,"High transcription MSCs","EIF3J-DT"
"LINC00486",6.24868484597193e-08,0.685458090974686,0.242,0.174,0.000140470435337449,"High transcription MSCs","LINC00486"
"SNHG222",7.36694420841516e-08,0.755959004421217,0.14,0.086,0.000165608905805173,"High transcription MSCs","SNHG22"
"KIF9-AS12",1.69185584356312e-07,0.731810452585042,0.273,0.205,0.000380329193632988,"High transcription MSCs","KIF9-AS1"
"LINC015032",4.7603537334491e-07,0.904464055339972,0.141,0.091,0.00107012751927936,"High transcription MSCs","LINC01503"
"RASSF8-AS1",6.94215876405466e-07,0.642459716926308,0.324,0.258,0.00156059729015949,"High transcription MSCs","RASSF8-AS1"
"GPRC5D-AS12",4.55650795424852e-06,1.09967464301816,0.135,0.09,0.0102430298811507,"High transcription MSCs","GPRC5D-AS1"
"SDCBP2-AS12",6.53907932315077e-06,0.703590578937584,0.147,0.1,0.0146998503184429,"High transcription MSCs","SDCBP2-AS1"
"LINC00511",1.22119175989438e-05,0.661421124693644,0.113,0.073,0.0274523907624257,"High transcription MSCs","LINC00511"
"NDUFV2-AS1",3.66574834269314e-05,0.841527966068067,0.1,0.064,0.0824060227437418,"High transcription MSCs","NDUFV2-AS1"
"HLX-AS1",3.80401097286508e-05,0.555240137500717,0.102,0.065,0.0855141666700069,"High transcription MSCs","HLX-AS1"
"LINC016001",7.17827853954671e-05,0.940664178603438,0.108,0.072,0.16136770156901,"High transcription MSCs","LINC01600"
"HOTAIRM11",0.000308714194850673,0.732108253193156,0.13,0.095,0.693989510024314,"High transcription MSCs","HOTAIRM1"
"MAP3K141",0.000370183309455724,0.645377113049382,0.141,0.104,0.832172079656467,"High transcription MSCs","MAP3K14"
"LINC006852",0.000425615129992502,0.554580474807477,0.163,0.123,0.956782812223144,"High transcription MSCs","LINC00685"
"TMEM9B-AS12",0.000506942742660446,0.609721861910975,0.11,0.077,1,"High transcription MSCs","TMEM9B-AS1"
"LINC004672",0.000557151025750966,0.735029956863857,0.13,0.096,1,"High transcription MSCs","LINC00467"
"MIR193BHG",0.000566125078775405,0.65785611210798,0.212,0.171,1,"High transcription MSCs","MIR193BHG"
"MIR762HG1",0.00152857018246904,0.634672825868039,0.11,0.08,1,"High transcription MSCs","MIR762HG"
"RAB11B-AS11",0.00296795206565831,0.738303096801002,0.116,0.087,1,"High transcription MSCs","RAB11B-AS1"
"LINC003101",0.00559400842541024,1.19019839320176,0.102,0.078,1,"High transcription MSCs","LINC00310"
"MEG3",0,6.00205785969404,0.751,0.018,0,"Fibro-MSCs","MEG3"
"PVT1",0,2.63114587465847,0.568,0.121,0,"Fibro-MSCs","PVT1"
"MEG8",0,5.85139142335654,0.43,0.012,0,"Fibro-MSCs","MEG8"
"LINC01116",0,2.74684105551426,0.325,0.053,0,"Fibro-MSCs","LINC01116"
"PART1",0,7.99760300135932,0.226,0.001,0,"Fibro-MSCs","PART1"
"LINC01411",0,5.64634306114326,0.225,0.015,0,"Fibro-MSCs","LINC01411"
"LINC01088",1.71624244397721e-257,2.953149724849,0.234,0.035,3.85811301406076e-254,"Fibro-MSCs","LINC01088"
"PCA3",8.37259088067242e-250,4.25157916177172,0.121,0.007,1.88215842997516e-246,"Fibro-MSCs","PCA3"
"FGF10-AS11",1.39320576362981e-247,2.96138132380472,0.238,0.038,3.13192655663981e-244,"Fibro-MSCs","FGF10-AS1"
"CD44-AS1",4.71022517141102e-243,4.07468608473817,0.113,0.006,1.0588586185332e-239,"Fibro-MSCs","CD44-AS1"
"SERTAD4-AS11",3.36265103718676e-225,1.95880459998258,0.404,0.115,7.55923953159583e-222,"Fibro-MSCs","SERTAD4-AS1"
"LINC01423",9.99682811690663e-202,4.24567502274522,0.135,0.014,2.24728696068061e-198,"Fibro-MSCs","LINC01423"
"LINC006321",7.48898180656836e-122,1.36824638127971,0.253,0.073,1.68352311011657e-118,"Fibro-MSCs","LINC00632"
"ZNF295-AS1",4.21570057039944e-118,2.46137171218225,0.14,0.027,9.47689488225794e-115,"Fibro-MSCs","ZNF295-AS1"
"PSMB1",4.51749613418374e-111,0.696223976287429,0.853,0.585,1.0155331309645e-107,"Fibro-MSCs","PSMB1"
"TEX26-AS11",1.27953373195235e-100,2.24728967880731,0.115,0.021,2.87639182942887e-97,"Fibro-MSCs","TEX26-AS1"
"LINC005111",6.86736828606267e-94,2.4654923829039,0.203,0.063,1.54378439070689e-90,"Fibro-MSCs","LINC00511"
"GPRC5D-AS13",1.23820346318796e-90,1.45810733435557,0.233,0.079,2.78348138524654e-87,"Fibro-MSCs","GPRC5D-AS1"
"EMX2OS",2.97546862157381e-85,2.23159520349066,0.114,0.024,6.68885346129793e-82,"Fibro-MSCs","EMX2OS"
"HOXD-AS2",5.08249463018089e-69,1.58118200101052,0.167,0.054,1.14254479286466e-65,"Fibro-MSCs","HOXD-AS2"
"LINC024561",1.27326709414024e-68,2.48414565800671,0.117,0.03,2.86230442762726e-65,"Fibro-MSCs","LINC02456"
"DIRC31",1.89233017796182e-64,1.99645082292849,0.162,0.054,4.25395824005816e-61,"Fibro-MSCs","DIRC3"
"LINC01876",1.11290389683654e-59,1.37305706439835,0.153,0.051,2.50180796008855e-56,"Fibro-MSCs","LINC01876"
"LINC012391",1.54625212650474e-58,1.63850732531669,0.155,0.053,3.47597478038266e-55,"Fibro-MSCs","LINC01239"
"CASC151",8.54371418841818e-43,0.505329516590473,0.357,0.197,1.92062694955641e-39,"Fibro-MSCs","CASC15"
"CYTOR1",1.15405251485196e-42,0.538311177965664,0.493,0.322,2.59431005338721e-39,"Fibro-MSCs","CYTOR"
"FGD5-AS11",2.24238643105419e-39,0.583711829016936,0.477,0.309,5.04088469700983e-36,"Fibro-MSCs","FGD5-AS1"
"DIAPH2-AS12",6.69361710767351e-39,1.12726008693954,0.165,0.072,1.504725125805e-35,"Fibro-MSCs","DIAPH2-AS1"
"LINC006031",1.79398172178446e-34,0.549130477733685,0.189,0.09,4.03287091057146e-31,"Fibro-MSCs","LINC00603"
"RARA-AS1",1.87410138777801e-33,1.38803476162541,0.117,0.046,4.21297991972496e-30,"Fibro-MSCs","RARA-AS1"
"DLGAP22",1.71905993562763e-29,0.58012611554052,0.119,0.05,3.86444673529091e-26,"Fibro-MSCs","DLGAP2"
"TP53TG1",5.71651311698063e-28,0.877778644844209,0.189,0.099,1.28507214869725e-24,"Fibro-MSCs","TP53TG1"
"DLGAP1-AS11",1.40853300938866e-26,1.00798034670994,0.132,0.061,3.16638220510571e-23,"Fibro-MSCs","DLGAP1-AS1"
"SNHG181",3.00226280763394e-26,0.772098822615426,0.219,0.123,6.7490867915611e-23,"Fibro-MSCs","SNHG18"
"SMIM10L1",1.03439568722182e-21,0.542061721817175,0.283,0.18,2.32532150487466e-18,"Fibro-MSCs","SMIM10L1"
"DAXX",1.32660999034538e-19,0.779228968594964,0.153,0.084,2.98221925829642e-16,"Fibro-MSCs","DAXX"
"MAP3K142",2.31016457029371e-07,0.528754641401139,0.145,0.102,0.000519324995402026,"Fibro-MSCs","MAP3K14"
